,Edeposited,totalInitialE,totalMCPulseCharge,totalDOMHits
bins,100,100,100,100
min,0,0,0,0
max,1000,20000,4000,2500
legend,110.0 GeV -1e-05 eps 50000.0 events 1e3_2e5 ene 100.0 m,110.0 GeV -1e-05 eps 50000.0 events 1e3_2e5 ene 100.0 m,110.0 GeV -1e-05 eps 50000.0 events 1e3_2e5 ene 100.0 m,110.0 GeV -1e-05 eps 50000.0 events 1e3_2e5 ene 100.0 m
color,#bc5090,#bc5090,#bc5090,#bc5090
weight,,,,
0,3048.255088636854,17095.237236853853,166.21756764711608,104
1,1762.735440163506,1785.19677007241,177.45126396007254,89
2,467.3844893423851,28521.884691161376,94.83783724624664,78
3,1221.9383373165356,1303.4512608308837,108.6127411583293,83
4,448.706677693767,1567.3229576415083,98.43593365547713,75
5,2401.812563689653,2493.427659478123,190.94406541087665,97
6,0.0,23233.22851120995,67.04381630857824,68
7,1687.7667640057236,1779.6449612326696,134.32926792581566,84
8,1557.2594051065148,1735.3345093780772,176.11869786886382,85
9,826.9124581973065,1311.34732585459,170.43851057667052,108
10,1727.5279145424447,1859.3365764864857,177.75722762339865,113
11,465.1101530069032,3880.9270618219152,104.35528055846225,76
12,25.611207357169036,1915.313845989168,95.35447496571578,69
13,735.003097225362,3807.4154187484437,154.53755624558107,103
14,2793.372819716541,1854.0543478129662,126.22070113488007,108
15,21.55303679636387,1052.2883067898663,112.81252365896944,75
16,5553.614226198668,3527.00807981648,316.52609229867085,212
17,1029.47616160212,38151.67133937891,1577.7624865119906,113
18,2309.0399173435217,1436.561193964987,229.99737429566449,126
19,419.87104553651585,1047.6754384003727,106.22151948109968,63
20,1332.7911427915196,1863.1609077897856,177.7183829586138,119
21,948.8831864655747,2803.866428990619,136.32122296199668,112
22,852.5611094276167,1070.0085514111227,145.2206014500698,79
23,1464.9084657898834,1632.1239483172772,147.16467471478973,98
24,3658.794372037489,2003.612372880821,290.4701041094959,191
25,22.967925881746623,1086.0507431226108,116.39528706902638,74
26,45668.42740006961,52550.60154052121,2287.395482373726,298
27,6686.71328427271,5859.016177319003,896.0316367164342,408
28,1585.92060709906,1238.570032377449,151.90095923194895,120
29,503.67115645631714,4862.24337451008,135.52830017963424,111
30,1358.2262860243927,1617.6456066304982,75.40048012636544,89
31,4610.382835253992,4910.497929075172,607.4104393360321,98
32,1153.713633327108,1587.4335399739048,106.15529975574464,84
33,1976.5439233994325,2322.609100283496,144.6457143065054,97
34,5789.614466350145,6365.7712426155085,444.0550601266441,118
35,836.496188386436,1018.5856013360126,93.64721596275922,94
36,914.9466557483138,1027.8625234870854,85.10092732636258,69
37,1427.5056691242562,1029.146899577271,334.10586544369653,187
38,0.0,1115.034872144216,98.03234640485607,68
39,1118.769488542629,1332.2327462820967,139.22049427400998,88
40,3076.975724956362,3188.317820831175,189.3546852688305,91
41,998.8364232603911,106292.71852710492,111.96277193818241,97
42,406.1933479862696,7100.881610835907,216.37925866545993,148
43,1925.9457550198063,2025.0848061009906,258.1378983304603,112
44,568.4553837670642,2668.797256032826,126.66531068948098,92
45,2133.5234423679453,1883.8190191001854,177.91355143889086,135
46,700.9514022631024,1089.0091751534685,196.948837854492,114
47,1550.3315844952456,1665.9078019985245,196.74233856797218,150
48,1722.662433600532,3885.3928762612395,289.2206426935445,229
49,1328.2668540838727,1534.394745030258,152.07944760203827,132
50,1291.7981044051792,1692.9588971437975,174.1433534775133,114
51,1458.3263449459525,1620.6554220838389,197.1538037554128,145
52,324.0266711706914,22209.43415620364,292.29582116982783,140
53,1285.9687675111259,1417.7492976303215,127.33061807061313,104
54,4626.963180143441,5423.2919977805095,271.3438932961144,118
55,2427.8527447695606,2653.6540076807155,340.51295700031915,202
56,1116.6880383037992,1255.3052639260861,152.57238279364537,113
57,368.170100816994,26587.9951154062,90.08753626511862,86
58,71.18546305009176,1982.6445885820835,64.18230944237439,76
59,690.5592839857212,1475.4687152879524,148.1153404066572,113
60,251.58853882990059,1391.5415976620657,92.17373043461703,72
61,940.2393070083518,1121.86227359512,179.874917025998,82
62,685.303128215184,5494.928595760206,143.9604722163931,121
63,3619.1913438004485,4190.438335795128,225.99958421867632,144
64,7065.322437911161,19856.81467659893,949.9696870517691,143
65,5389.526644198768,6046.28452948496,328.86373574478785,236
66,7292.960274546497,7932.315316594308,261.5755946357531,143
67,2927.738993510226,3305.779335684736,125.52209583471995,147
68,459.1342261095409,1105.895857617606,124.74453080585226,114
69,2560.026176974453,2970.7885220494677,197.41124703198147,115
70,3273.827620877159,2370.1665216941715,244.581725405209,131
71,828.0131508532279,1112.9974992684063,247.37922741383773,187
72,803.3036352976567,1001.7074462986429,141.0082141226885,97
73,979.0165912076296,1044.117668169675,158.6636137033347,128
74,2055.8668110200183,2017.0223544393166,214.3203096272773,108
75,2034.0937977077083,1355.926145553441,127.27756711856637,91
76,1315.724102863405,1359.47785472957,183.94469480356202,120
77,18673.210750404036,19873.523462948815,1251.7456441367176,159
78,1003.7320623146632,1141.9366370027656,119.74759081771481,98
79,676.7448767901883,3658.7260595412044,166.88163237953765,98
80,1145.9690160962273,1141.0222370154677,148.94266698195133,136
81,2637.955920317068,3208.5249020361075,204.56562979950104,155
82,351.23996412247743,1976.1437986582782,151.87581462418893,124
83,90.18371723468914,5020.92989693778,160.0730525184772,92
84,1665.1649511926717,2448.566499205489,195.17448914199485,157
85,882.0916650152576,1520.027715422062,184.35780335386517,154
86,5442.883446346487,5653.95761541584,363.7811517328373,165
87,5606.4636099189665,3172.01085831802,363.9822081879247,177
88,1421.5439244725762,1114.4058578774739,390.08144730568347,244
89,1114.9814814868705,1063.5244968682478,197.4057301164139,174
90,205.10181434641225,2230.7260135714037,132.32833168686193,100
91,1961.0983010803227,2146.753201883936,1082.1941384327001,343
92,1354.0122328484574,1457.9447380861116,275.06141946287244,227
93,3775.9900546502545,4102.034604620196,253.7314195359795,141
94,1281.8996966003244,1280.9252088518822,126.74032778362744,100
95,1445.9946200268378,1578.1627127176657,177.12792338820873,134
96,2135.3584978568083,1288.6274710165037,225.95771793281892,135
97,1384.0378970185645,5141.723324609457,174.79993955802638,129
98,1733.0775157060448,1848.7244421194437,194.07316894290852,110
99,1171.3028428686478,1073.422829541195,116.78337146382182,91
100,1056.6488296714288,1188.7487543431475,127.85607255570358,118
101,9286.737907164545,15537.76284518065,363.7856900997285,198
102,168.36350786321543,1122.7870205711322,105.37445264536655,95
103,1341.7063746426745,1344.2133898043462,199.50613669271115,76
104,5687.060553884577,6310.900923306187,508.0578781587101,161
105,17514.736605082802,19540.894529081364,746.2610572834092,116
106,914.0384827591993,1332.242979673527,125.35384874949523,104
107,214.39291919483446,1003.9214565777556,102.12894353957381,90
108,167.01824629268157,4535.8656628019935,83.59168504457921,61
109,2068.964815146686,2110.16235401631,149.5071236450458,101
110,631.6890938479708,1062.0179933306888,220.60159945479245,143
111,2170.282999379236,2231.9087057360157,228.28011373222398,116
112,0.0,1384.6014251670363,103.9108900900028,79
113,2152.4461923834783,3060.6679370323363,330.64431348054495,170
114,6116.699214273237,6429.054988623762,262.6036507387471,166
115,31210.586864875637,18479.372319986378,1223.9604863107743,270
116,444.5474985038356,1729.8506246062766,126.65723537901067,90
117,3092.52074899159,5175.741426290383,221.74949230732454,132
118,1094.447723221393,1123.504063939995,152.45169334637467,105
119,2026.4498460469135,2043.652984928251,385.1208832448101,105
120,469.1720479748406,2548.8064299180264,93.35490731699974,99
121,465.11789057868515,2379.554971369305,150.75401172364946,109
122,200.73304127660987,1418.8089587528884,114.15106379182544,89
